Age,Attrition,Non-Travel,Travel_Frequently,Travel_Rarely,DailyRate,Human Resources,Research & Development,Sales,DistanceFromHome,Education,Technical Degree,Marketing,Medical,Other,Life Sciences,EnvironmentSatisfaction,Male,Female,HourlyRate,JobInvolvement,JobLevel,Research Director,Sales Representative,Manager,Healthcare Representative,Manufacturing Director,Laboratory Technician,Research Scientist,Sales Executive,JobSatisfaction,MaritalStatusDivorced,MaritalStatusMarried,MaritalStatusSingle,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OvertimeNo,OvertimeYes,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,1,0,0,1,688,0,1,0,3,3,0,0,1,0,0,1,1,0,91,3,1,0,0,0,0,0,1,0,0,1,0,1,0,4031,9396,5,1,0,13,3,3,80,1,6,5,3,2,2,0,2
46,1,0,0,1,377,0,0,1,9,3,0,1,0,0,0,1,1,0,52,3,3,0,0,0,0,0,0,0,1,4,1,0,0,10096,15986,4,1,0,11,3,1,80,1,28,1,4,7,7,4,3
32,1,0,0,1,515,0,1,0,1,3,0,0,0,0,1,4,1,0,62,2,1,0,0,0,0,0,1,0,0,3,0,0,1,3730,9571,0,0,1,14,3,4,80,0,4,2,1,3,2,1,2
37,0,0,1,0,1278,0,0,1,1,4,0,0,1,0,0,3,1,0,31,1,2,0,0,0,0,0,0,0,1,4,1,0,0,9525,7677,1,1,0,14,3,3,80,2,6,2,2,6,3,1,3
34,0,0,1,0,648,1,0,0,11,3,0,0,0,0,1,3,1,0,56,2,2,0,0,0,0,0,0,0,0,2,0,1,0,4490,21833,4,1,0,11,3,4,80,2,14,5,4,10,9,1,8
47,1,1,0,0,666,0,1,0,29,4,0,0,0,0,1,1,1,0,88,3,3,0,0,1,0,0,0,0,0,2,0,1,0,11849,10268,1,0,1,12,3,4,80,1,10,2,2,10,7,9,9
25,0,0,0,1,1382,0,0,1,8,2,0,0,0,1,0,1,0,1,85,3,2,0,0,0,0,0,0,0,1,3,1,0,0,4907,13684,0,0,1,22,4,2,80,1,6,3,2,5,3,0,4
40,0,1,0,0,1142,0,1,0,8,2,0,0,0,0,1,4,1,0,72,3,2,0,0,0,1,0,0,0,0,4,1,0,0,4069,8841,3,0,1,18,3,3,80,0,8,2,3,2,2,2,2
28,0,0,1,0,193,0,1,0,2,3,0,0,0,0,1,4,1,0,52,2,1,0,0,0,0,0,1,0,0,4,0,1,0,3867,14222,1,0,1,12,3,2,80,1,2,2,3,2,2,2,2
32,1,0,0,1,1033,0,1,0,9,3,0,0,1,0,0,1,0,1,41,3,1,0,0,0,0,0,1,0,0,1,0,0,1,4200,10224,7,1,0,22,4,1,80,0,10,2,4,5,4,0,4
38,1,0,0,1,903,0,1,0,2,3,0,0,1,0,0,3,1,0,81,3,2,0,0,0,0,1,0,0,0,2,0,1,0,4855,7653,4,1,0,11,3,1,80,2,7,2,3,5,2,1,4
49,0,0,0,1,1261,0,1,0,7,3,0,0,0,1,0,2,1,0,31,2,3,0,0,0,1,0,0,0,0,3,0,0,1,10965,12066,8,1,0,24,4,3,80,0,26,2,3,5,2,0,0
18,1,1,0,0,247,0,1,0,8,1,0,0,1,0,0,3,1,0,80,3,1,0,0,0,0,0,1,0,0,3,0,0,1,1904,13556,1,1,0,12,3,4,80,0,0,0,3,0,0,0,0
31,1,0,1,0,534,0,1,0,20,3,0,0,0,0,1,1,1,0,66,3,3,0,0,0,1,0,0,0,0,3,0,1,0,9824,22908,3,1,0,12,3,1,80,0,12,2,3,1,0,0,0
19,1,0,0,1,419,0,0,1,21,3,0,0,0,1,0,4,1,0,37,2,1,0,1,0,0,0,0,0,0,2,0,0,1,2121,9947,1,0,1,13,3,2,80,0,1,3,4,1,0,0,0
52,0,0,0,1,994,0,1,0,7,4,0,0,0,0,1,2,1,0,87,3,3,0,0,0,1,0,0,0,0,2,0,0,1,10445,15322,7,1,0,19,3,4,80,0,18,4,3,8,6,4,0
31,1,0,1,0,667,0,0,1,1,4,0,0,0,0,1,2,0,1,50,1,1,0,1,0,0,0,0,0,0,3,0,0,1,1359,16154,1,1,0,12,3,2,80,0,1,3,3,1,0,0,0
30,0,0,0,1,852,0,1,0,1,1,0,0,0,0,1,4,1,0,55,2,2,0,0,0,0,0,1,0,0,4,0,1,0,5126,15998,1,0,1,12,3,3,80,2,10,1,2,10,8,3,0
38,0,1,0,0,1336,1,0,0,2,3,0,0,0,0,0,1,1,0,100,3,1,0,0,0,0,0,0,0,0,2,1,0,0,2592,7129,5,1,0,13,3,4,80,3,13,3,3,11,10,3,8
43,0,1,0,0,343,0,1,0,9,3,0,0,0,0,1,1,1,0,52,3,1,0,0,0,0,0,0,1,0,3,0,0,1,2438,24978,4,1,0,13,3,3,80,0,7,2,2,3,2,1,2
60,0,0,0,1,1179,0,0,1,16,4,0,1,0,0,0,1,1,0,84,3,2,0,0,0,0,0,0,0,1,1,0,0,1,5405,11924,8,1,0,14,3,4,80,0,10,1,3,2,2,2,2
47,0,0,0,1,249,0,0,1,2,2,0,1,0,0,0,3,0,1,35,3,2,0,0,0,0,0,0,0,1,4,0,1,0,4537,17783,0,0,1,22,4,1,80,1,8,2,3,7,6,7,7
49,0,0,0,1,1490,0,1,0,7,4,0,0,0,0,1,3,1,0,35,3,3,0,0,0,1,0,0,0,0,2,1,0,0,10466,20948,3,1,0,14,3,2,80,2,29,3,3,8,7,0,7
45,0,1,0,0,589,0,0,1,2,4,0,0,0,0,1,3,0,1,67,3,2,0,0,0,0,0,0,0,1,3,0,1,0,5154,19665,4,1,0,22,4,2,80,2,10,3,4,8,7,5,7
51,0,0,0,1,770,1,0,0,5,3,0,0,0,0,1,3,1,0,84,3,4,0,0,1,0,0,0,0,0,2,1,0,0,14026,17588,1,0,1,11,3,2,80,1,33,2,3,33,9,0,10
39,0,0,0,1,492,0,1,0,12,3,0,0,1,0,0,4,1,0,66,3,2,0,0,0,0,1,0,0,0,2,0,1,0,5295,7693,4,1,0,21,4,3,80,0,7,3,3,5,4,1,0
23,1,0,0,1,427,0,0,1,7,3,0,0,0,0,1,3,1,0,99,3,1,0,1,0,0,0,0,0,0,4,1,0,0,2275,25103,1,0,1,21,4,2,80,1,3,2,3,3,2,0,2
44,1,0,0,1,621,0,1,0,15,3,0,0,1,0,0,1,0,1,73,3,3,0,0,0,1,0,0,0,0,4,0,1,0,7978,14075,1,1,0,11,3,4,80,1,10,2,3,10,7,0,5
26,1,0,0,1,1449,0,1,0,16,4,0,0,1,0,0,1,1,0,45,3,1,0,0,0,0,0,1,0,0,2,1,0,0,2373,14180,2,0,1,13,3,4,80,1,5,2,3,3,2,0,2
28,1,0,1,0,1009,0,1,0,1,3,0,0,1,0,0,1,1,0,45,2,1,0,0,0,0,0,1,0,0,2,1,0,0,2596,7160,1,1,0,15,3,1,80,2,1,2,3,1,0,0,0
31,1,0,1,0,523,0,1,0,2,3,0,0,0,0,1,2,1,0,94,3,1,0,0,0,0,0,1,0,0,4,0,1,0,3722,21081,6,0,1,13,3,3,80,1,7,2,1,2,2,2,2
27,1,0,0,1,1420,0,0,1,2,1,0,1,0,0,0,3,1,0,85,3,1,0,1,0,0,0,0,0,0,1,1,0,0,3041,16346,0,1,0,11,3,2,80,1,5,3,3,4,3,0,2
30,1,0,0,1,1005,0,1,0,3,3,1,0,0,0,0,4,0,1,88,3,1,0,0,0,0,0,0,1,0,1,0,0,1,2657,8556,5,0,1,11,3,3,80,0,8,5,3,5,2,0,4
33,1,0,0,1,465,0,1,0,2,2,0,0,0,0,1,1,0,1,39,3,1,0,0,0,0,0,1,0,0,1,0,1,0,2707,21509,7,1,0,20,4,1,80,0,13,3,4,9,7,1,7
48,1,0,1,0,708,0,0,1,7,2,0,0,1,0,0,4,0,1,95,3,1,0,1,0,0,0,0,0,0,3,0,1,0,2655,11740,2,0,1,11,3,3,80,2,19,3,3,9,7,7,7
35,1,0,1,0,130,0,1,0,25,4,0,0,0,0,1,4,0,1,96,3,1,0,0,0,0,0,0,1,0,2,1,0,0,2022,16612,1,0,1,19,3,1,80,1,10,3,2,10,2,7,8
50,1,0,1,0,878,0,0,1,1,4,0,0,0,0,1,2,1,0,94,3,2,0,0,0,0,0,0,0,1,3,1,0,0,6728,14255,7,1,0,12,3,4,80,2,12,3,3,6,3,0,1
32,1,0,0,1,1259,0,1,0,2,4,0,0,0,0,1,4,1,0,95,3,1,0,0,0,0,0,1,0,0,2,0,0,1,1393,24852,1,1,0,12,3,1,80,0,1,2,3,1,0,0,0
52,1,0,0,1,266,0,0,1,2,1,0,1,0,0,0,1,0,1,57,1,5,0,0,1,0,0,0,0,0,4,0,1,0,19845,25846,1,1,0,15,3,4,80,1,33,3,3,32,14,6,9
19,1,0,1,0,602,0,0,1,1,1,1,0,0,0,0,3,0,1,100,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2325,20989,0,1,0,21,4,1,80,0,1,5,4,0,0,0,0
40,0,0,0,1,107,0,0,1,10,3,1,0,0,0,0,2,0,1,84,2,2,0,0,0,0,0,0,0,1,2,1,0,0,6852,11591,7,1,0,12,3,2,80,1,7,2,4,5,1,1,3
25,0,0,0,1,583,0,0,1,4,1,0,1,0,0,0,3,1,0,87,2,2,0,0,0,0,0,0,0,1,1,0,1,0,4256,18154,1,1,0,12,3,1,80,0,5,1,4,5,2,0,3
52,1,0,0,1,723,0,1,0,8,4,0,0,1,0,0,3,1,0,85,2,2,0,0,0,0,0,0,1,0,2,0,1,0,4941,17747,2,1,0,15,3,1,80,0,11,3,2,8,2,7,7
36,1,0,0,1,318,0,1,0,9,3,0,0,1,0,0,4,1,0,79,2,1,0,0,0,0,0,0,1,0,3,0,1,0,3388,21777,0,0,1,17,3,1,80,1,2,0,2,1,0,0,0
25,1,0,0,1,867,0,0,1,19,2,0,1,0,0,0,3,1,0,36,2,1,0,1,0,0,0,0,0,0,2,0,1,0,2413,18798,1,0,1,18,3,3,80,3,1,2,3,1,0,0,0
25,0,0,0,1,977,0,1,0,2,1,0,0,0,1,0,4,1,0,57,3,1,0,0,0,0,0,1,0,0,3,1,0,0,3977,7298,6,0,1,19,3,3,80,1,7,2,2,2,2,0,2
33,0,0,1,0,515,0,1,0,1,2,0,0,0,0,1,1,0,1,98,3,3,1,0,0,0,0,0,0,0,4,0,0,1,13458,15146,1,0,1,12,3,3,80,0,15,1,3,15,14,8,12
49,0,0,0,1,465,0,1,0,6,1,0,0,0,0,1,3,0,1,41,2,4,0,0,0,1,0,0,0,0,3,0,1,0,13966,11652,2,0,1,19,3,2,80,1,30,3,3,15,11,2,12
40,0,0,0,1,616,0,1,0,2,2,0,0,0,0,1,3,0,1,99,3,1,0,0,0,0,0,1,0,0,1,0,1,0,3377,25605,4,1,0,17,3,4,80,1,7,5,2,4,3,0,2
22,0,0,0,1,534,0,1,0,15,3,0,0,1,0,0,2,0,1,59,3,1,0,0,0,0,0,1,0,0,4,0,0,1,2871,23785,1,1,0,15,3,3,80,0,1,5,3,0,0,0,0
38,1,0,0,1,1180,0,1,0,29,1,0,0,1,0,0,2,1,0,70,3,2,0,0,0,1,0,0,0,0,1,0,1,0,6673,11354,7,0,1,19,3,2,80,0,17,2,3,1,0,0,0
42,0,0,0,1,603,0,1,0,7,4,0,0,1,0,0,2,0,1,78,4,2,0,0,0,0,0,0,1,0,2,0,1,0,2372,5628,6,0,1,16,3,4,80,0,18,2,3,1,0,0,0
29,1,0,0,1,906,0,1,0,10,3,0,0,0,0,1,4,0,1,92,2,1,0,0,0,0,0,0,1,0,1,0,0,1,2404,11479,6,0,1,20,4,3,80,0,3,5,3,0,0,0,0
42,0,0,0,1,462,0,0,1,14,2,0,0,1,0,0,3,0,1,68,2,2,0,0,0,0,0,0,0,1,3,0,0,1,6244,7824,7,1,0,17,3,1,80,0,10,6,3,5,4,0,3
48,0,0,1,0,365,0,1,0,4,5,0,0,1,0,0,3,1,0,89,2,4,0,0,1,0,0,0,0,0,4,0,1,0,15202,5602,2,1,0,25,4,2,80,1,23,3,3,2,2,2,2
30,1,0,0,1,138,0,1,0,22,3,0,0,0,0,1,1,0,1,48,3,1,0,0,0,0,0,0,1,0,3,0,1,0,2132,11539,4,0,1,11,3,2,80,0,7,2,3,5,2,0,1
33,1,0,0,1,527,0,1,0,1,4,0,0,0,1,0,4,1,0,63,3,1,0,0,0,0,0,0,1,0,4,0,0,1,2686,5207,1,0,1,13,3,3,80,0,10,2,2,10,9,7,8
43,0,0,0,1,920,0,1,0,3,3,0,0,0,0,1,3,1,0,96,1,5,1,0,0,0,0,0,0,0,4,0,1,0,19740,18625,3,1,0,14,3,2,80,1,25,2,3,8,7,0,7
33,0,0,0,1,1198,0,1,0,1,4,0,0,0,1,0,3,1,0,100,2,1,0,0,0,0,0,0,1,0,1,0,0,1,2799,3339,3,0,1,11,3,2,80,0,6,1,3,3,2,0,2
51,1,0,0,1,1323,0,1,0,4,4,0,0,0,0,1,1,1,0,34,3,1,0,0,0,0,0,0,1,0,3,0,1,0,2461,10332,9,0,1,12,3,3,80,3,18,2,4,10,0,2,7
30,0,0,0,1,1465,0,1,0,1,3,0,0,1,0,0,4,1,0,63,3,1,0,0,0,0,0,0,1,0,2,0,1,0,3579,9369,0,0,1,21,4,1,80,1,12,2,3,11,9,5,7
32,1,0,1,0,238,0,1,0,5,2,0,0,0,0,1,1,0,1,47,4,1,0,0,0,0,0,0,1,0,3,0,0,1,2432,15318,3,0,1,14,3,1,80,0,8,2,3,4,1,0,3
35,0,0,1,0,138,0,1,0,2,3,0,0,1,0,0,2,0,1,37,3,2,0,0,0,0,0,1,0,0,2,0,0,1,4425,15986,5,1,0,11,3,4,80,0,10,5,3,6,2,1,2
25,1,0,0,1,383,0,0,1,9,2,0,0,0,0,1,1,1,0,68,2,1,0,1,0,0,0,0,0,0,1,0,1,0,4400,15182,3,1,0,12,3,1,80,0,6,2,3,3,2,2,2
31,1,0,0,1,359,1,0,0,18,5,0,0,0,0,0,4,1,0,89,4,1,0,0,0,0,0,0,0,0,1,0,1,0,2956,21495,0,1,0,17,3,3,80,0,2,4,3,1,0,0,0
28,1,0,0,1,329,0,1,0,24,3,0,0,1,0,0,3,1,0,51,3,1,0,0,0,0,0,1,0,0,2,0,1,0,2408,7324,1,0,1,17,3,3,80,3,1,3,3,1,1,0,0
55,1,0,0,1,725,0,1,0,2,3,0,0,1,0,0,4,1,0,78,3,5,0,0,1,0,0,0,0,0,1,0,1,0,19859,21199,5,0,1,13,3,4,80,1,24,2,3,5,2,1,4
50,0,0,0,1,989,0,1,0,7,2,0,0,1,0,0,2,0,1,43,2,5,1,0,0,0,0,0,0,0,3,1,0,0,18740,16701,5,0,1,12,3,4,80,1,29,2,2,27,3,13,8
28,0,1,0,0,1476,0,1,0,1,3,0,0,0,0,1,3,0,1,55,1,2,0,0,0,0,0,1,0,0,4,0,1,0,6674,16392,0,1,0,11,3,1,80,3,10,6,3,9,8,7,5
24,0,0,0,1,1476,0,0,1,4,1,0,0,1,0,0,4,0,1,42,3,2,0,0,0,0,0,0,0,1,3,0,1,0,4162,15211,1,0,1,12,3,3,80,2,5,3,3,5,4,0,3
28,1,0,0,1,1434,0,1,0,5,4,1,0,0,0,0,3,1,0,50,3,1,0,0,0,0,0,1,0,0,3,0,0,1,3441,11179,1,0,1,13,3,3,80,0,2,3,2,2,2,2,2
56,1,0,0,1,310,0,1,0,7,2,1,0,0,0,0,4,1,0,72,3,1,0,0,0,0,0,1,0,0,3,0,1,0,2339,3666,8,1,0,11,3,4,80,1,14,4,1,10,9,9,8
26,1,0,0,1,1357,0,1,0,25,3,0,0,0,0,1,1,1,0,48,1,1,0,0,0,0,0,1,0,0,3,0,0,1,2293,10558,1,1,0,12,3,3,80,0,1,2,2,1,0,0,1
33,0,0,0,1,931,0,1,0,14,3,0,0,1,0,0,4,0,1,72,3,1,0,0,0,0,0,0,1,0,2,0,1,0,2756,4673,1,1,0,13,3,4,80,1,8,5,3,8,7,1,6
40,0,0,0,1,1308,0,1,0,14,3,0,0,1,0,0,3,1,0,44,2,5,1,0,0,0,0,0,0,0,3,0,0,1,19626,17544,1,1,0,14,3,1,80,0,21,2,4,20,7,4,9
50,0,0,1,0,809,0,0,1,12,3,0,1,0,0,0,3,0,1,77,3,3,0,0,0,0,0,0,0,1,4,0,0,1,9208,6645,4,1,0,11,3,4,80,0,16,3,3,2,2,2,1
24,1,0,1,0,1287,0,1,0,7,3,0,0,0,0,1,1,0,1,55,3,1,0,0,0,0,0,1,0,0,3,0,1,0,2886,14168,1,0,1,16,3,4,80,1,6,4,3,6,3,1,2
29,1,0,0,1,341,0,0,1,1,3,0,0,1,0,0,2,0,1,48,2,1,0,1,0,0,0,0,0,0,3,1,0,0,2800,23522,6,0,1,19,3,3,80,3,5,3,3,3,2,0,2
34,0,0,0,1,167,0,1,0,8,5,0,0,0,0,1,2,0,1,32,3,2,0,0,0,0,1,0,0,0,1,1,0,0,5121,4187,3,1,0,14,3,3,80,1,7,3,3,0,0,0,0
28,1,0,1,0,289,0,1,0,2,2,0,0,1,0,0,3,1,0,38,2,1,0,0,0,0,0,1,0,0,1,0,0,1,2561,5355,7,1,0,11,3,3,80,0,8,2,2,0,0,0,0
40,0,0,0,1,611,0,0,1,7,4,0,0,1,0,0,2,1,0,88,3,5,0,0,1,0,0,0,0,0,2,0,0,1,19833,4349,1,1,0,14,3,2,80,0,21,3,2,21,8,12,8
25,1,0,0,1,1219,0,1,0,4,1,1,0,0,0,0,4,1,0,32,3,1,0,0,0,0,0,1,0,0,4,0,1,0,3691,4605,1,0,1,15,3,2,80,1,7,3,4,7,7,5,6
46,1,0,0,1,669,0,0,1,9,2,0,0,1,0,0,3,1,0,64,2,3,0,0,0,0,0,0,0,1,4,0,0,1,9619,13596,1,1,0,16,3,4,80,0,9,3,3,9,8,4,7
32,1,0,0,1,1089,0,1,0,7,2,0,0,0,0,1,4,1,0,79,3,2,0,0,0,0,0,1,0,0,3,0,1,0,4883,22845,1,1,0,18,3,1,80,1,10,3,3,10,4,1,1
22,1,0,0,1,617,0,1,0,3,1,0,0,0,0,1,2,0,1,34,3,2,0,0,0,0,1,0,0,0,3,0,1,0,4171,10022,0,0,1,19,3,1,80,1,4,3,4,3,2,0,2
39,1,1,0,0,592,0,1,0,2,3,0,0,0,0,1,1,0,1,54,2,1,0,0,0,0,0,1,0,0,1,0,0,1,3646,17181,2,0,1,23,4,2,80,0,11,2,4,1,0,0,0
44,0,0,0,1,1313,0,1,0,7,3,0,0,1,0,0,2,0,1,31,3,5,1,0,0,0,0,0,0,0,4,1,0,0,19049,3549,0,0,1,14,3,4,80,1,23,4,2,22,7,1,10
27,0,1,0,0,443,0,1,0,3,3,0,0,1,0,0,4,1,0,50,3,1,0,0,0,0,0,0,1,0,4,0,1,0,1706,16571,1,1,0,11,3,3,80,3,0,6,2,0,0,0,0
26,0,0,0,1,157,0,1,0,1,3,0,0,1,0,0,3,1,0,95,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2867,20006,0,1,0,13,3,4,80,0,8,6,2,7,7,7,6
47,0,0,0,1,1225,0,0,1,2,4,0,0,0,0,1,2,0,1,47,4,4,0,0,1,0,0,0,0,0,2,1,0,0,15972,21086,6,1,0,14,3,3,80,3,29,2,3,3,2,1,2
37,0,0,0,1,124,0,1,0,3,3,0,0,0,1,0,4,0,1,35,3,2,0,0,0,1,0,0,0,0,2,0,0,1,4107,13848,3,1,0,15,3,1,80,0,8,3,2,4,3,0,1
47,1,0,1,0,1093,0,0,1,9,3,0,0,0,0,1,3,1,0,82,1,4,0,0,0,0,0,0,0,1,3,0,1,0,12936,24164,7,1,0,11,3,3,80,0,25,3,1,23,5,14,10
28,1,0,0,1,529,0,1,0,2,4,0,0,0,0,1,1,1,0,79,3,1,0,0,0,0,0,1,0,0,3,0,0,1,3485,14935,2,1,0,11,3,3,80,0,5,5,1,0,0,0,0
37,0,0,0,1,1305,0,1,0,10,4,0,0,0,0,1,3,1,0,49,3,2,0,0,0,0,1,0,0,0,2,0,0,1,4197,21123,2,0,1,12,3,4,80,0,18,2,2,1,0,0,1
50,1,0,0,1,410,0,0,1,28,3,0,1,0,0,0,4,1,0,39,2,3,0,0,0,0,0,0,0,1,1,1,0,0,10854,16586,4,0,1,13,3,2,80,1,20,3,3,3,2,2,0
29,0,0,0,1,942,0,1,0,15,1,0,0,0,0,1,2,0,1,69,1,1,0,0,0,0,0,0,1,0,4,0,1,0,2168,26933,0,0,1,18,3,1,80,1,6,2,2,5,4,1,3
48,1,0,0,1,626,0,1,0,1,2,0,0,0,0,1,1,1,0,98,2,3,0,0,0,0,0,1,0,0,3,0,0,1,5381,19294,9,0,1,13,3,4,80,0,23,2,3,1,0,0,0
31,0,0,0,1,140,0,1,0,12,1,0,0,1,0,0,3,0,1,95,3,1,0,0,0,0,0,0,1,0,4,0,1,0,3929,6984,8,0,1,23,4,3,80,1,7,0,3,4,2,0,2
30,0,0,0,1,305,0,1,0,16,3,0,0,0,0,1,3,1,0,58,4,2,0,0,0,1,0,0,0,0,3,0,1,0,5294,9128,3,1,0,16,3,3,80,1,10,3,3,7,0,1,7
36,1,0,0,1,885,0,1,0,16,4,0,0,0,0,1,3,0,1,43,4,1,0,0,0,0,0,1,0,0,1,0,0,1,2743,8269,1,1,0,16,3,3,80,0,18,1,3,17,13,15,14
22,1,0,0,1,391,0,1,0,7,1,0,0,0,0,1,4,1,0,75,3,1,0,0,0,0,0,0,1,0,2,0,0,1,2472,26092,1,0,1,23,4,1,80,0,1,2,3,1,0,0,0
40,0,0,0,1,1124,0,0,1,1,2,0,0,1,0,0,2,1,0,57,1,2,0,0,0,0,0,0,0,1,4,0,1,0,7457,13273,2,0,1,22,4,3,80,3,6,2,2,4,3,0,2
