address,district,price,baths,rooms,sqft,Pisos,Independientes
"San Fermín, Madrid",Usera,179000,1,3,84,1,0
"San Isidro, Madrid",Carabanchel,229000,2,3,118,1,0
"San Isidro, Madrid",Carabanchel,335000,2,2,70,1,0
"San Isidro, Madrid",Carabanchel,285000,2,2,91,1,0
"San Isidro, Madrid",Carabanchel,140000,1,2,56,1,0
"San Juan Bautista, Madrid",Ciudad Lineal,1150000,4,5,254,1,0
"Sanchinarro, Madrid",Hortaleza,555000,2,3,110,1,0
"Simancas, Madrid",San Blas-Canillejas,132000,1,1,46,1,0
"Simancas, Madrid",San Blas-Canillejas,269900,2,3,85,1,0
"Simancas, Madrid",San Blas-Canillejas,290000,1,1,96,1,0
"Simancas, Madrid",San Blas-Canillejas,1097900,3,4,203,0,1
"Simancas, Madrid",San Blas-Canillejas,1078900,3,4,239,0,1
"Simancas, Madrid",San Blas-Canillejas,389000,2,2,96,1,0
"Simancas, Madrid",San Blas-Canillejas,122000,1,2,48,1,0
"Sol, Madrid",Centro,752248,2,3,132,1,0
"Sol, Madrid",Centro,899000,1,5,144,1,0
"Sol, Madrid",Centro,859000,2,2,88,1,0
"Sol, Madrid",Centro,749000,2,2,104,1,0
"Sol, Madrid",Centro,2000000,1,3,142,1,0
"Sol, Madrid",Centro,919000,3,3,112,1,0
"Sol, Madrid",Centro,989000,3,3,112,1,0
"Sol, Madrid",Centro,350000,1,0,61,1,0
"Sol, Madrid",Centro,450000,1,2,60,1,0
"Sol, Madrid",Centro,690000,2,4,163,1,0
"Tetuán, Madrid",Tetuán,675000,2,2,102,1,0
"Tetuán, Madrid",Tetuán,1250000,3,4,230,1,0
"Tetuán, Madrid",Tetuán,1200000,3,4,209,1,0
"Tetuán, Madrid",Tetuán,1100000,2,3,247,1,0
"Tetuán, Madrid",Tetuán,1290000,3,3,211,1,0
"Tetuán, Madrid",Tetuán,1090000,3,4,208,1,0
"Tetuán, Madrid",Tetuán,585000,2,2,154,1,0
"Tetuán, Madrid",Tetuán,1600000,4,4,249,1,0
"Tetuán, Madrid",Tetuán,1080000,2,4,270,1,0
"Timón, Madrid",Barajas,253000,1,3,80,1,0
"Timón, Madrid",Barajas,830000,3,4,232,0,1
"Trafalgar, Madrid",Chamberí,338000,1,1,67,1,0
"Trafalgar, Madrid",Chamberí,950000,2,4,169,1,0
"Trafalgar, Madrid",Chamberí,1400000,3,2,138,1,0
"Trafalgar, Madrid",Chamberí,870000,2,4,169,1,0
"Trafalgar, Madrid",Chamberí,1175000,2,2,153,1,0
"Trafalgar, Madrid",Chamberí,1490000,3,3,145,1,0
"Trafalgar, Madrid",Chamberí,1259000,3,3,157,1,0
"Trafalgar, Madrid",Chamberí,870000,2,2,91,1,0
"Trafalgar, Madrid",Chamberí,565000,1,2,62,1,0
"Trafalgar, Madrid",Chamberí,308000,1,2,54,1,0
"Trafalgar, Madrid",Chamberí,785000,2,2,116,1,0
"Trafalgar, Madrid",Chamberí,950000,2,3,125,1,0
"Trafalgar, Madrid",Chamberí,865000,2,2,127,1,0
"Valdeacederas, Madrid",Tetuán,260000,1,2,66,1,0
"Valdeacederas, Madrid",Tetuán,475000,1,1,79,1,0
"Valdeacederas, Madrid",Tetuán,349000,1,1,80,1,0
"Valdeacederas, Madrid",Tetuán,388000,1,1,61,1,0
"Valdeacederas, Madrid",Tetuán,388000,1,1,61,1,0
"Valdeacederas, Madrid",Tetuán,445000,2,3,104,1,0
"Valdeacederas, Madrid",Tetuán,758500,2,3,170,1,0
"Valdeacederas, Madrid",Tetuán,417500,2,2,96,1,0
"Valdeacederas, Madrid",Tetuán,391000,2,2,104,1,0
"Valdeacederas, Madrid",Tetuán,447500,2,2,96,1,0
"Valdeacederas, Madrid",Tetuán,465000,2,2,104,1,0
"Valdebebas - Valdefuentes, Madrid",Hortaleza,875000,2,3,140,1,0
"Valdebebas - Valdefuentes, Madrid",Hortaleza,749700,2,3,143,1,0
"Valdebebas - Valdefuentes, Madrid",Hortaleza,782300,2,3,193,1,0
"Valdebebas - Valdefuentes, Madrid",Hortaleza,735000,2,3,120,1,0
"Valdebebas - Valdefuentes, Madrid",Hortaleza,880000,3,4,180,1,0
"Valdemarín, Madrid",Moncloa-Aravaca,1038800,3,3,205,1,0
"Valdemarín, Madrid",Moncloa-Aravaca,1200000,4,4,421,1,0
"Valdemarín, Madrid",Moncloa-Aravaca,2500000,10,11,761,0,1
"Valdezarza, Madrid",Moncloa-Aravaca,490000,2,3,108,1,0
"Valdezarza, Madrid",Moncloa-Aravaca,385000,2,3,92,1,0
"Valdezarza, Madrid",Moncloa-Aravaca,675000,2,3,151,1,0
"Vallehermoso, Madrid",Chamberí,1295000,3,4,229,1,0
"Vallehermoso, Madrid",Chamberí,890000,2,3,121,1,0
"Vallehermoso, Madrid",Chamberí,745000,3,4,153,1,0
"Vallehermoso, Madrid",Chamberí,1225000,3,5,229,1,0
"Vallehermoso, Madrid",Chamberí,1220000,3,5,194,1,0
"Vallehermoso, Madrid",Chamberí,990000,3,5,194,1,0
"Ventas, Madrid",Ciudad Lineal,137000,1,2,68,1,0
"Ventas, Madrid",Ciudad Lineal,310000,1,2,89,1,0
"Ventas, Madrid",Ciudad Lineal,198000,1,3,70,1,0
"Ventas, Madrid",Ciudad Lineal,259900,1,2,61,1,0
"Ventilla-Almenara, Madrid",Tetuán,910000,4,5,207,1,0
"Ventilla-Almenara, Madrid",Tetuán,910000,4,5,207,1,0
"Virgen del Cortijo - Manoteras, Madrid",Hortaleza,899000,2,3,204,1,0
"Vista Alegre, Madrid",Carabanchel,239900,2,4,157,1,0
"Vista Alegre, Madrid",Carabanchel,155000,1,1,43,1,0
"Zofío, Madrid",Usera,164000,1,3,67,1,0
